5.120256964137620548e-01	1.000000000000000000e+00
5.204129946246968119e-01	1.000000000000000000e+00
6.586119721007464012e-01	1.000000000000000000e+00
4.668570738874790460e-01	0.000000000000000000e+00
3.768925206382524595e-01	0.000000000000000000e+00
5.885517545943576012e-01	0.000000000000000000e+00
3.657722405070178429e-01	0.000000000000000000e+00
3.398536036601909616e-01	0.000000000000000000e+00
2.787261393225651807e-01	0.000000000000000000e+00
6.144014917765786010e-02	0.000000000000000000e+00
7.231546517288799381e-01	1.000000000000000000e+00
4.472234795157776222e-01	1.000000000000000000e+00
2.119366684618126939e-01	1.000000000000000000e+00
5.634306310235084325e-01	1.000000000000000000e+00
5.240725334378667499e-01	0.000000000000000000e+00
3.288250352565139090e-01	0.000000000000000000e+00
2.867382378800382159e-01	0.000000000000000000e+00
6.264356376536796001e-01	1.000000000000000000e+00
6.285733990099267032e-01	1.000000000000000000e+00
5.600699445996737413e-01	0.000000000000000000e+00
8.089900594788315136e-01	1.000000000000000000e+00
5.223394061965858093e-01	0.000000000000000000e+00
3.282264273786223985e-01	0.000000000000000000e+00
7.524727576887919600e-01	1.000000000000000000e+00
5.294198161737385666e-01	1.000000000000000000e+00
6.347998162425085855e-01	1.000000000000000000e+00
5.544558584589605044e-01	1.000000000000000000e+00
3.881931123482382784e-01	0.000000000000000000e+00
3.147346879288205890e-01	0.000000000000000000e+00
4.535883961858098168e-01	1.000000000000000000e+00
6.258457978686736700e-01	1.000000000000000000e+00
6.882080661333238591e-01	1.000000000000000000e+00
3.008470981003026345e-01	1.000000000000000000e+00
4.180603816884496671e-01	1.000000000000000000e+00
3.921080217440828797e-01	0.000000000000000000e+00
4.732131464777469265e-01	0.000000000000000000e+00
9.049994530453384645e-01	1.000000000000000000e+00
4.590816646666047163e-01	1.000000000000000000e+00
3.086989768202120787e-01	0.000000000000000000e+00
2.534593357984659123e-01	0.000000000000000000e+00
4.307508844012569171e-01	1.000000000000000000e+00
4.760063385418544235e-01	1.000000000000000000e+00
5.665793993948522456e-01	1.000000000000000000e+00
5.699115747624167172e-01	1.000000000000000000e+00
2.051550690760160500e-01	1.000000000000000000e+00
5.081144130822802252e-01	1.000000000000000000e+00
4.806342114997485537e-01	1.000000000000000000e+00
6.529037311543730571e-01	1.000000000000000000e+00
2.637220250549789924e-01	0.000000000000000000e+00
4.292397728447541194e-01	0.000000000000000000e+00
5.684362176147663703e-01	1.000000000000000000e+00
6.711432140504859367e-01	0.000000000000000000e+00
2.086661912337600955e-01	0.000000000000000000e+00
3.104995805973364553e-01	0.000000000000000000e+00
2.669774523912450404e-01	0.000000000000000000e+00
4.020092733045041444e-01	0.000000000000000000e+00
3.891961790549844369e-01	0.000000000000000000e+00
6.479576572519115674e-01	1.000000000000000000e+00
3.897864835532055539e-01	0.000000000000000000e+00
2.311500387103214149e-01	0.000000000000000000e+00
3.987493258603274637e-01	0.000000000000000000e+00
5.762448068814470803e-01	1.000000000000000000e+00
3.849950226294901467e-01	0.000000000000000000e+00
7.215905896318479673e-01	1.000000000000000000e+00
5.944126703801771994e-01	1.000000000000000000e+00
4.491397249180835716e-01	1.000000000000000000e+00
4.515313451486187568e-01	0.000000000000000000e+00
3.914177688807599642e-01	0.000000000000000000e+00
4.738252041812791027e-01	1.000000000000000000e+00
4.052765846419653095e-01	1.000000000000000000e+00
5.720401307228915044e-01	1.000000000000000000e+00
2.947018711315521067e-01	0.000000000000000000e+00
1.640726825134012357e-01	0.000000000000000000e+00
5.664311010090389287e-01	1.000000000000000000e+00
6.351191192080724024e-01	1.000000000000000000e+00
5.759177785697244811e-01	1.000000000000000000e+00
4.294505682339141428e-01	0.000000000000000000e+00
4.012243443176639612e-01	1.000000000000000000e+00
5.629862458962526794e-01	1.000000000000000000e+00
4.410839644138253024e-01	0.000000000000000000e+00
2.265382212267109119e-01	0.000000000000000000e+00
5.275358321933527606e-01	1.000000000000000000e+00
3.550506029062568403e-01	0.000000000000000000e+00
5.984266945159882889e-01	1.000000000000000000e+00
5.904950585708629296e-01	1.000000000000000000e+00
4.201228783552398149e-01	1.000000000000000000e+00
5.692169788340218917e-01	0.000000000000000000e+00
4.613199631682693425e-01	1.000000000000000000e+00
4.966600132460058381e-01	0.000000000000000000e+00
5.436696097868566335e-01	0.000000000000000000e+00
4.999881501364953906e-01	0.000000000000000000e+00
4.992046726623006747e-01	1.000000000000000000e+00
5.338749545815983932e-01	1.000000000000000000e+00
3.037980892641040098e-01	0.000000000000000000e+00
1.799944769672391642e-01	0.000000000000000000e+00
6.543443470190510869e-01	1.000000000000000000e+00
3.005483238622499997e-01	0.000000000000000000e+00
5.339177268752640648e-01	1.000000000000000000e+00
4.938429107714008559e-01	0.000000000000000000e+00
4.771419979271380729e-01	0.000000000000000000e+00
4.560304176551951416e-01	1.000000000000000000e+00
6.436676346394903936e-01	1.000000000000000000e+00
4.335872787716507637e-01	0.000000000000000000e+00
3.247572920935177798e-01	0.000000000000000000e+00
6.324860347892071744e-01	1.000000000000000000e+00
6.075608698643494288e-01	0.000000000000000000e+00
6.512832833343860095e-01	1.000000000000000000e+00
4.399847332414995038e-01	0.000000000000000000e+00
7.696412834757047072e-01	1.000000000000000000e+00
2.324674111771447838e-01	0.000000000000000000e+00
6.680896836632256308e-01	1.000000000000000000e+00
7.118225898480878833e-01	1.000000000000000000e+00
3.132497078244596556e-01	0.000000000000000000e+00
5.078584028432024944e-01	1.000000000000000000e+00
2.841035461723157018e-01	0.000000000000000000e+00
3.514893998025684363e-01	0.000000000000000000e+00
3.840120079498009487e-01	0.000000000000000000e+00
5.482178305844987998e-01	0.000000000000000000e+00
1.448677991133552889e-01	0.000000000000000000e+00
4.473244340916537887e-01	0.000000000000000000e+00
4.056396468977948033e-01	0.000000000000000000e+00
2.920930540686679788e-01	0.000000000000000000e+00
4.429050868026551679e-01	1.000000000000000000e+00
4.668435496733169265e-01	1.000000000000000000e+00
2.579531548486651005e-01	0.000000000000000000e+00
4.836095878254292324e-01	0.000000000000000000e+00
6.857041663944402066e-01	1.000000000000000000e+00
7.069274763145551033e-01	1.000000000000000000e+00
4.458125101261719569e-01	1.000000000000000000e+00
7.792170378689634580e-01	1.000000000000000000e+00
2.777875402812032823e-01	0.000000000000000000e+00
5.924675994173151938e-01	1.000000000000000000e+00
5.561988391487053818e-01	1.000000000000000000e+00
4.475468418051568031e-01	0.000000000000000000e+00
5.978694172032600340e-01	1.000000000000000000e+00
3.012281404802705786e-01	1.000000000000000000e+00
1.937574092511493151e-01	0.000000000000000000e+00
4.477424110461735163e-01	1.000000000000000000e+00
3.104529377094587539e-01	0.000000000000000000e+00
5.382990579601447667e-01	0.000000000000000000e+00
2.361710477121100049e-01	0.000000000000000000e+00
6.855447269003489552e-01	1.000000000000000000e+00
3.792593264531273212e-01	0.000000000000000000e+00
3.969745068277152900e-01	1.000000000000000000e+00
3.960355934319644833e-01	0.000000000000000000e+00
4.841852514208788150e-01	1.000000000000000000e+00
3.589345234546742480e-01	0.000000000000000000e+00
5.202199812692932523e-01	1.000000000000000000e+00
7.577439224692307240e-01	1.000000000000000000e+00
7.331094535395458189e-01	1.000000000000000000e+00
2.768585702593940323e-01	0.000000000000000000e+00
5.590116670765513662e-01	1.000000000000000000e+00
6.335706162364495020e-01	1.000000000000000000e+00
2.366872169076296717e-01	0.000000000000000000e+00
6.520333428422782074e-01	1.000000000000000000e+00
5.583919694521853883e-01	1.000000000000000000e+00
4.778450320183508238e-01	1.000000000000000000e+00
2.896087045010390382e-01	0.000000000000000000e+00
6.081986156210176242e-01	0.000000000000000000e+00
6.730425861383559916e-01	1.000000000000000000e+00
3.209299808658135911e-01	1.000000000000000000e+00
4.423155862222636348e-01	1.000000000000000000e+00
6.620510899969986873e-01	1.000000000000000000e+00
6.991734846830638395e-01	1.000000000000000000e+00
5.671017490626553137e-01	1.000000000000000000e+00
7.657899097737438932e-02	1.000000000000000000e+00
3.609207404536106112e-01	0.000000000000000000e+00
3.407362300702405089e-01	0.000000000000000000e+00
3.653562098998452412e-01	0.000000000000000000e+00
3.725273291066503178e-01	0.000000000000000000e+00
3.974813179834051913e-01	0.000000000000000000e+00
3.896852515122883331e-01	0.000000000000000000e+00
5.857576518608701432e-01	1.000000000000000000e+00
3.816519471189824264e-01	0.000000000000000000e+00
1.641633154608183875e-01	0.000000000000000000e+00
5.328095427390333594e-01	1.000000000000000000e+00
2.572919503167404032e-01	0.000000000000000000e+00
6.247407046044269885e-01	1.000000000000000000e+00
7.927858332932777863e-01	1.000000000000000000e+00
3.216326136716772255e-01	0.000000000000000000e+00
4.324561234408595412e-01	1.000000000000000000e+00
2.947717484423835188e-01	0.000000000000000000e+00
5.170682441659982809e-01	0.000000000000000000e+00
